Marker	LG	cM	neg_log.qval.
7680	14	94.46007928	0
23279	14	94.98057925	0
47398	14	94.98057935	0
41439	14	95.68415727	0
21153	14	96.03386559	0
49050	14	96.29535141	0
909	14	96.67899667	0
54257	14	97.14098724	0
39818	14	97.14098734	0.095013721
48228	14	98.3368897	0
55607	14	99.21150261	0
47059	14	99.21150271	0
32933	14	100.0002666	0
33163	14	100.0002667	0
6655	14	100.0002668	0
37900	14	100.0002669	0
11007	14	100.000267	0
7987	14	100.0002671	0
15318	14	100.5269323	0
44922	14	100.7616481	0
38999	14	101.748402	0
42475	14	101.7484021	0
51093	14	101.7484022	0
39903	14	102.0102798	0
45779	14	102.580875	0
18435	14	103.1512181	0
37213	14	103.4273977	0
42478	14	103.7001431	0
11620	14	103.7001432	0
18582	14	104.5555294	0
38198	14	104.5555296	0
55745	14	104.5555297	0.183975823
41904	14	104.5555298	0
2775	14	105.7110181	0
50612	14	106.3436836	0
6983	14	106.3436837	0
33681	14	106.656832	0.309105181
18270	14	106.6568323	0
33347	14	106.6568324	0
44471	14	107.2925431	0.024634842
21251	14	108.1215259	0
4326	14	108.121526	0.001611802
8806	14	108.1215261	0.505501698
15951	14	109.3662015	0
15332	14	110.0582429	0
15881	14	111.5992125	0
38889	14	111.9672284	0
5691	14	115.0400415	0
26306	14	116.2254226	0.129766411
1582	14	120.6247065	0
33722	14	120.6247066	0
15008	14	120.6247067	0
19565	14	121.1462353	0.107075452
17245	14	121.9528521	0
26821	14	123.2229151	0
34766	14	123.8296055	0
24048	14	124.8965478	0
53479	14	126.2421274	0
44664	14	126.2421275	0
1841	14	127.0340502	0.020661833
42173	14	127.0340503	0
19163	14	127.4681843	0
37846	14	129.5603132	0
21787	14	129.5603133	0
41888	14	130.3792683	0
43034	14	130.9023972	0
30559	14	130.9023973	0
37926	14	130.9023975	0
43351	14	130.9023976	0
11184	14	131.4887184	0
23012	14	134.4454927	0
4102	14	134.4454928	0
52180	14	134.445493	0
47614	14	134.4454931	0
1173	14	134.4454932	0
52553	14	134.4454933	0
52929	14	134.4454934	0
27692	14	134.712052	0
26698	14	135.0164529	0
39017	14	135.016453	0
39493	14	135.0164531	0
5559	14	135.9643056	0
28300	14	135.9643058	0
45151	15	5.995108988	0
27286	15	5.995109088	0
19874	15	5.995109188	0.143987715
17017	15	6.257392773	0
48802	15	6.257392873	0
51458	15	6.257392973	0
26877	15	6.257393173	0
14963	15	6.77965798	0
40722	15	6.77965808	0
45579	15	6.77965838	0
30295	15	6.77965848	0.044716388
51874	15	7.980139891	0
21472	15	8.355023019	0
39179	15	9.313501536	0
55137	15	9.313501636	0
23693	15	9.610191455	0
14759	15	11.31777511	0
46664	15	12.33028655	0
14350	15	13.02326601	0
43929	15	13.30116265	0
1618	15	14.42648809	0
31999	15	14.42648819	0
50947	15	14.69392957	0
23390	15	14.69392977	0
34585	15	14.69392987	0
49836	15	14.69392997	0
3630	15	14.69393007	0
866	15	14.97150022	0
38010	15	16.14806421	0
49895	15	17.19956316	0
18703	15	17.88385635	0
31220	15	17.88385645	0
37484	15	18.15117874	0
1644	15	19.54635169	0
54433	15	19.54635179	0
9384	15	19.91899878	0
16656	15	20.29351609	0
24430	15	20.65737983	0
18875	15	20.65737993	0
982	15	20.93452391	0
19270	15	21.50422596	0
33802	15	21.50422606	0
34651	15	22.91392554	0
39330	15	23.60507999	0
28970	15	24.80225019	0.097662352
12050	15	25.54415367	0
32982	15	25.54415377	0
12345	15	25.54415387	0
40698	15	25.87230891	0
12461	15	26.19896874	0
22001	15	26.19896894	0
30833	15	26.19896904	0
47334	15	26.19896934	0
33738	15	26.459855	0
35644	15	26.4598552	0
37718	15	27.24285848	0
5287	15	28.32585621	0
25725	15	28.58248834	0
35066	15	28.58248844	0
18052	15	28.84935496	0
5973	15	29.12720159	0
2347	15	30.03655088	0
6860	15	30.51828528	0
13296	15	32.02441782	0
33616	15	34.01331571	0
15443	15	36.06555537	0
54085	15	38.86744863	0
15480	15	38.86744873	0
15899	15	39.49108979	0
45303	15	40.49100698	0
36027	15	43.19370777	0
31190	15	50.08087554	0
11023	15	55.13089279	0
36948	15	55.8355683	0
31443	15	56.32636243	0
31852	15	56.32636253	0
42430	15	58.55610374	0
14271	15	58.81123129	0
35546	15	59.61628581	0
12504	15	59.87782968	0
29845	15	59.87782978	0
6883	15	60.26868959	0
29396	15	60.66220498	0
54446	15	60.66220508	0.089015104
18451	15	60.66220518	0
28003	15	61.00955961	0
4825	15	61.98155347	0
52845	15	62.23793377	0
3041	15	63.11828947	0
20736	15	64.62391122	0
50204	15	64.90586187	0
15225	15	64.90586197	0
44622	15	64.90586207	0
23083	15	86.25996192	0
25093	15	87.07721238	0
40853	15	87.07721248	0
25683	15	88.78404398	0
8906	15	88.78404408	0
15397	15	88.78404418	0
26394	15	89.04821462	0
43569	15	90.08789014	0
19633	15	91.17837773	0
47839	15	91.17837783	0
26661	15	91.52389331	0
23710	15	91.52389341	0
3948	15	91.52389351	0
40837	15	92.09159695	0
33342	15	92.95092711	0
31967	15	93.59627629	0
35288	15	93.93703367	0
10243	15	93.93703377	0
13206	15	94.45971987	0
42582	15	94.45971997	0
32432	15	94.45972007	0
18279	15	94.45972017	0
55919	15	94.45972037	0
6842	15	94.45972083	0
10344	15	94.720897	0
42601	15	94.7208971	0
9165	15	95.42489436	0
33978	15	95.77165766	0
43883	15	95.77165776	0
46306	15	95.77165786	0
55721	15	95.77165796	0
38893	15	95.77165806	0
29930	15	95.77165816	0
28518	15	95.77165826	0
28265	15	96.29383929	0
23179	15	96.29383949	0
18783	15	96.29383959	0
47967	15	96.29383979	0
36886	15	96.29383989	0
1872	15	96.29383999	0
4664	15	96.29384009	0
33935	15	96.29384019	0
33824	15	96.80708391	0
34767	15	97.05831598	0
46513	15	97.05831608	0
18223	15	97.05831618	0
39927	15	97.05831628	0
19202	15	97.844822	0
45793	15	97.8448221	0
51268	15	97.8448222	0
35736	15	97.8448224	0
41828	15	97.8448225	0
26331	15	97.8448226	0
52695	15	97.8448227	0
26921	15	98.10505068	0
14587	15	98.10505078	0
12241	15	98.10505088	0
27826	15	98.10505108	0
16348	15	98.36541523	0
1434	15	98.36541533	0
26505	15	98.6254544	0
50208	15	98.86765003	0
44669	15	98.86765013	0
1649	15	99.9001436	0
15831	15	100.2158323	0
33130	15	101.1298819	0
52836	15	103.7906586	0
22093	15	104.0860982	0.202413766
26767	15	105.0437019	0
18402	15	108.3763705	0
15603	15	108.9851332	0
855	15	108.9851333	0
36081	15	110.4951829	0
18070	15	112.5793256	0
29800	15	114.6567884	0
36727	15	114.6567885	0
5048	15	120.9189329	0
29790	15	122.5445103	0
18237	15	122.5445104	0
26703	15	122.5445105	0
47884	15	124.181996	0
32438	15	129.7117541	0
44414	15	130.0744576	0
11379	15	130.8283816	0
54670	15	130.8283817	0
12557	15	131.4021525	0
31760	15	132.4576939	0
30512	15	135.3982652	0
50621	15	138.6628984	0
35331	15	138.9012271	0
51368	15	139.9710313	0
43052	15	139.9710314	0
33724	15	139.9710315	0
9982	15	139.9710316	0
36323	16	6.877032873	0
1064	16	6.877033073	0
20626	16	7.619130573	0
17721	16	7.87108868	0
51809	16	8.40969022	0
33216	16	8.939049484	0
20632	16	9.186413627	0
48055	16	11.41634971	0
46436	16	11.41634981	0
53347	16	12.28027994	0
40510	16	14.83226818	0
8031	16	14.83226828	0
19273	16	18.64076008	0
13024	16	19.332504	0
14276	16	20.48637609	0
20663	16	20.74658966	0
27330	16	20.74658976	0
44199	16	20.74658986	0
48691	16	21.01930521	0
15569	16	21.29387385	0
5683	16	21.29387395	0
39565	16	21.29387405	0
35972	16	21.69843398	0
5132	16	21.69843408	0
22140	16	22.49536666	0
6797	16	22.89085882	0
54688	16	22.89085922	0
23994	16	22.89085932	0
31427	16	22.89085942	0
5736	16	22.89085952	0
18809	16	24.76371485	0
7273	16	24.76371495	0
34400	16	25.00245257	0
43775	16	25.25920193	0
53702	16	28.77841851	0
54599	16	29.64430735	0
6836	16	31.79940133	0
34789	16	33.97290652	0
50800	16	35.60394077	0
25876	16	36.69396957	0
47753	16	37.513297	0
51242	16	37.5132971	0
23844	16	37.77666918	0
33282	16	38.55985646	0
39816	16	38.55985656	0
11908	16	38.80521073	0
52569	16	39.09628608	0
25270	16	40.9753589	0
14049	16	40.975359	0
1334	16	41.50562248	0
22253	16	41.76978641	0
20325	16	42.03237806	0
17457	16	42.03237816	0
19146	16	42.03237826	0
44841	16	42.28613011	0
45947	16	43.08345852	0
40442	16	43.08345872	0
6417	16	43.61093537	0
41286	16	43.87045173	0
33071	16	43.87045183	0
34056	16	43.87045193	0
39739	16	44.17683387	0
17338	16	44.80048377	0
35956	16	45.2212374	0
11768	16	45.56172703	0
54747	16	46.05986361	0
30493	16	46.32548322	0
4384	16	46.32548342	0
21879	16	47.12576163	0
39865	16	47.39339554	0
46343	16	48.19590603	0
8708	16	48.19590613	0
47559	16	48.19590623	0
7034	16	48.45760787	0
51510	16	48.45760797	0
11861	16	48.45760807	0
38192	16	48.45760827	0
404	16	48.71833157	0
51386	16	48.71833167	0
22715	16	48.97961942	0
1212	16	48.97961952	0
46485	16	49.24294244	0
25205	16	49.24294254	0
50872	16	49.24294264	0
16337	16	50.30966776	0
37051	16	50.56692151	0
47352	16	50.56692161	0
2144	16	51.10024907	0
14341	16	51.36304823	0
44442	16	51.36304833	0
20363	16	51.36304843	0
12582	16	51.36304863	0
18056	16	52.00163511	0
52231	16	52.32810928	0
39985	16	52.77390375	0
4273	16	53.42886183	0
44139	16	53.42886193	0
8111	16	53.42886203	0
10012	16	53.72280407	0
13650	16	54.32825952	0
48078	16	54.58884169	0
49213	16	54.58884179	0
12692	16	54.58884189	0
3016	16	55.21594318	0
11365	16	55.21594328	0
13592	16	55.545324	0
52399	16	55.86577665	0
7312	16	55.86577675	0
34516	16	56.51543335	0
48505	16	56.51543345	0
15291	16	56.51543365	0
23272	16	56.51543375	0
34553	16	56.51543415	0
24012	16	56.51543425	0
37168	16	56.51543435	0
33352	16	56.51543445	0
49759	16	56.51543455	0
50874	16	56.77551855	0
22836	16	56.77551865	0
10624	16	56.77551875	0
12697	16	56.77551885	0
50779	16	56.77551895	0
4130	16	56.77551905	0
45481	16	57.03552018	0
47986	16	57.03552028	0
40260	16	57.03552038	0
45474	16	57.82896618	0
25751	16	58.35512458	0
27220	16	58.35512478	0
45705	16	58.35512488	0
54706	16	58.35512498	0
9878	16	58.35512508	0
24070	16	58.88480598	0
32682	16	59.95223917	0
13527	16	59.95223927	0
45816	16	60.21620374	0
12963	16	60.4666031	0
23185	16	60.4666032	0
25161	16	60.4666033	0
31692	16	60.4666034	0
23325	16	60.4666035	0
34328	16	60.4666036	0
2932	16	60.76736165	0
31655	16	60.76736175	0
38705	16	61.06877592	0
35351	16	61.06877602	0
14052	16	61.06877612	0
12581	16	71.2315544	0
25561	16	71.2315545	0
35654	16	71.79250092	0
733	16	71.79250102	0
34544	16	71.92431194	0
15140	16	71.92431204	0
19420	16	75.89141794	0
46064	16	76.66625178	0
50883	16	76.93517154	0
45346	16	77.26834904	0
49092	16	77.60454126	0
33155	16	77.60454136	0
11984	16	81.54333311	0
37988	16	84.71347064	0
13161	16	85.33161055	0
50340	16	86.40567455	0
22132	16	94.17582477	0
39509	16	102.9326994	0
14885	16	104.2547576	0.024244003
8377	16	105.5977891	0
15570	16	106.3947278	0
21304	16	111.3326759	0
39501	16	112.4795685	0
24986	16	113.3150974	0
40164	16	113.5742619	0
27979	16	113.5742621	0
43875	16	113.5742622	0
18907	16	113.826649	0
2257	16	114.0810991	0
46442	16	114.0810992	0
30713	16	114.0810993	0
51979	16	114.0810994	0
54753	17	0	0
31436	17	0.280004615	0
20572	17	0.778047248	0
23527	17	1.388037408	0
39340	17	1.388037508	0
48574	17	8.662501712	0
45422	17	15.97192279	0
31176	17	18.61370987	0
49047	17	29.22676403	0
18064	17	31.46673196	0
15550	17	35.48548388	0
15505	17	35.91446584	0
47151	17	37.67752755	0
20981	17	37.67752775	0
36398	17	37.67752785	0
35073	17	37.67752795	0
41082	17	37.67752805	0
33382	17	37.67752815	0
48259	17	37.67752825	0
28851	17	37.99168881	0
47704	17	38.44906498	0
2832	17	53.41006086	0
7232	17	54.16695286	0
45959	17	54.16695296	0
14506	17	54.95233023	0
28135	17	55.22071834	0
14331	17	55.7573991	0
53795	17	55.7573993	0
18848	17	57.08846505	0
40533	17	57.08846515	0
53367	17	57.08846525	0
25836	17	57.39887584	0
21618	17	57.87981554	0
49811	17	58.98129184	0
36397	17	58.98129194	0
43721	17	58.98129204	0
24769	17	58.98129214	0
52570	17	59.60614697	0
25547	17	59.60614707	0
13337	17	59.60614717	0
31647	17	59.60614727	0
40877	17	62.56451298	0
39513	17	62.84088129	0
16	17	62.93747093	0
45915	17	62.93747103	0
46758	17	63.48102812	0
33247	17	66.8898182	0
14684	17	66.8898183	0
27657	17	66.8898184	0
17296	17	66.8898185	0
39680	17	66.8898187	0
27215	17	67.41629701	0
14780	17	67.93084143	0
8831	17	68.456508	0
40839	17	68.7079674	0
35345	17	68.7079675	0
36922	17	68.95840289	0
18546	17	70.30750889	0
31559	17	70.30750899	0
1701	17	70.30750909	0
24597	17	70.30750919	0
25445	17	70.30750929	0
1289	17	71.3111935	0
49882	17	71.3111936	0
16151	17	71.68748316	0
28399	17	76.4380648	0
7093	17	76.4380649	0
5343	17	76.73453955	0
43802	17	77.27326851	0
3493	17	79.44798259	0
40928	17	83.55472674	0
26143	17	86.71009329	0
47724	17	86.71009339	0
16588	17	88.88072118	0
1742	17	92.01864264	0
7879	17	92.01864274	0
50470	17	92.68855543	0
34377	17	93.60347987	0
9977	17	93.60347997	0
14455	17	96.84941153	0
41083	17	99.82335058	0
6850	17	100.2191984	0
13755	17	101.297031	0
40965	17	102.2235071	0
37605	17	102.2235073	0
2801	17	102.7463446	0
10592	17	102.7463447	0
20888	17	103.0092502	0
51803	17	103.0092503	0
6602	17	103.0092504	0
27409	17	103.3409497	0
21309	17	104.1430567	0
5653	17	104.7224695	0
47079	17	104.7224696	0
42088	17	104.971149	0
52712	17	109.3896234	0
45498	17	109.3896235	0
14550	17	109.3896237	0
20791	17	109.3896239	0
17786	17	109.3896241	0
8631	17	109.3896243	0
39827	17	109.3896244	0
45592	17	109.3896245	0
14896	17	109.3896246	0
23053	17	109.9285218	0
38798	17	110.1722834	0
14188	17	110.1722836	0
32399	17	110.4280184	0
24550	17	110.4280185	0
36449	17	110.4280186	0
11219	17	110.4280188	0
43042	17	110.6846192	0
5992	17	110.9794375	0
755	17	127.2435067	0
45198	18	0.164532456	0
25323	18	0.574118055	0
6996	18	1.004525344	0
26565	18	1.004525444	0
32114	18	1.004525744	0
44831	18	1.004525944	0
41986	18	1.004526044	0
27072	18	1.004526244	0
52161	18	1.004526344	0
24677	18	1.258955869	0
36735	18	1.258955969	0
36635	18	1.523767855	0
44233	18	2.307162256	0
11079	18	2.307162356	0
3860	18	2.569877837	0
44198	18	2.569878037	0
11928	18	3.624761834	0
40205	18	3.624761934	0
14751	18	3.624762034	0
29698	18	3.624762134	0
10006	18	3.624762234	0
45446	18	3.624762334	0
460	18	3.624762434	0
29701	18	3.624762634	0
17857	18	5.390238595	0
45084	18	5.738470761	0
54621	18	5.738470861	0
39296	18	6.686494786	0
49549	18	6.686494886	0
34297	18	7.006761743	0
8711	18	7.324549513	0
7251	18	7.324549613	0
49337	18	7.581080307	0
9761	18	7.839877057	0
22513	18	8.36528352	0
33798	18	8.36528362	0
27222	18	8.36528372	0
23833	18	8.36528382	0
47516	18	8.36528392	0
66	18	8.36528402	0
49262	18	8.36528412	0
25216	18	8.36528422	0
16174	18	8.36528432	0
44468	18	8.36528442	0
47302	18	8.36528452	0.069276308
6449	18	8.36528462	0
43261	18	8.887698952	0
49536	18	8.887699052	0
54543	18	8.887699452	0
55671	18	9.776585459	0
3832	18	9.776585659	0
10856	18	10.66639474	0
25097	18	10.66639484	0
10173	18	11.19186522	0
27209	18	11.19186532	0
27337	18	11.19186542	0
31997	18	11.49991005	0
30856	18	11.81535543	0
4036	18	12.20612567	0
20366	18	12.20612577	0
11497	18	13.26796167	0
16564	18	13.56891941	0
8556	18	13.56891961	0
40158	18	13.56891971	0
14096	18	13.56891981	0
2330	18	14.09664089	0
44085	18	14.09664099	0
12589	18	14.09664119	0
7018	18	14.88963497	0
38154	18	14.97593543	0
9828	18	15.50912655	0
25209	18	15.50912665	0
38310	18	16.04238437	0
22911	18	16.31633792	0
50900	18	17.04415249	0
35431	18	17.39259812	0
42772	18	18.8248636	0
17573	18	19.34177816	0
2460	18	19.34177836	0
10476	18	19.96041783	0
40930	18	20.41259221	0
5433	18	20.41259231	0
16553	18	20.41259241	0
11486	18	21.47508368	0
38127	18	21.47508378	0
41759	18	21.47508388	0
12460	18	21.73297538	0
25825	18	22.26035733	0
53939	18	22.5223427	0
2075	18	22.78275037	0
46678	18	22.78275047	0
17549	18	22.78275057	0
26892	18	23.47772482	0
53933	18	23.83582394	0
19548	18	23.83582404	0
6307	18	24.08716703	0
15160	18	24.89235029	0
8594	18	24.89235039	0
35479	18	25.71477335	0
37363	18	27.66367247	0
45709	18	27.91287758	0
47918	18	28.17489919	0
51325	18	28.43402427	0
5400	18	28.96488851	0
48668	18	29.2244975	0
38324	18	29.2244976	0
11463	18	29.2244977	0
23086	18	29.2244978	0
3188	18	29.224498	0
17585	18	29.2244981	0
43864	18	29.2244982	0
48506	18	29.48812897	0
7587	18	29.48812907	0
40765	18	30.01667474	0
19644	18	30.26552389	0
41785	18	30.26552399	0
33650	18	31.70816484	0
15558	18	33.03287854	0
2694	18	33.99041668	0
871	18	33.99041678	0
7970	18	34.26823597	0
21532	18	34.26823607	0
15130	18	34.83731989	0
5999	18	36.14810562	0
14967	18	36.41111699	0
12253	18	36.41111709	0
55166	18	36.67212	0
44329	18	36.96882002	0
3424	18	37.28104077	0.035345061
702	18	38.52817702	0
48237	18	42.45091306	0
31870	18	42.45091316	0
11832	18	42.71579954	0
27844	18	43.24309817	0
11353	18	43.24309837	0
32788	18	43.38497775	0
55216	18	44.65189571	0
25723	18	44.99995754	0
49597	18	60.33141502	0
7887	18	63.8592232	0
39453	18	64.46709477	0
19222	18	65.49738818	0
43400	18	66.46011349	0
20647	18	66.46011359	0
23977	18	67.56203276	0
5622	18	68.65668005	0
37913	18	69.20673312	0
6704	18	71.14287217	0
18367	18	78.04198732	0
46760	18	81.08623965	0
18806	18	87.62620738	0
44502	18	87.84961097	0
15288	18	87.84961107	0
2016	18	88.38923691	0
8602	18	89.78838095	0
55148	18	89.78838115	0
17756	18	90.32929226	0
15906	18	90.86487922	0
24393	18	90.86487932	0
33966	18	91.6317578	0
43843	18	91.6317579	0
28905	18	91.631758	0
55015	18	92.69779651	0
53574	18	93.65034766	0
34704	18	93.90779458	0
51888	18	94.4763316	0
10408	18	95.96440821	0
29622	18	96.4877155	0
30815	18	96.75961138	0
9893	18	97.09562331	0
43079	18	98.1183741	0
3048	18	98.6568973	0
4425	18	99.47233016	0
30139	18	100.1015895	0
36320	18	100.4426497	0
39281	18	100.4426498	0
10514	18	101.0955901	0
31272	18	102.5691766	0
28341	18	103.6303284	0
55079	18	104.716236	0
54784	18	104.9886662	0
49853	18	104.9886663	0
19362	18	104.9886664	0
4109	18	104.9886665	0
4491	18	105.7094773	0
39913	18	105.7094776	0
36729	18	105.7094777	0
39793	18	105.7094778	0
49535	18	105.7094779	0
26163	18	105.709478	0
11917	18	105.7094781	0
19189	18	105.7094783	0
9567	18	105.7094784	0
1042	18	105.7094785	0
6221	18	105.7094787	0
10238	18	106.4029854	0
52696	19	0.082846395	0
10292	19	1.604432548	0
29675	19	5.110304863	0
8814	19	10.70732883	0
45673	19	11.48449834	0
45510	19	20.58927164	0
27353	19	20.83716199	0
48323	19	21.02881873	0
36351	19	33.72657036	0
32256	19	33.72657046	0
51043	19	33.88741926	0
43509	19	33.88741936	0
929	19	33.88741946	0
18522	19	33.88741956	0
7000	19	34.14787706	0
55985	19	34.14787716	0
30560	19	34.14787736	0
13043	19	34.49397477	0
11466	19	35.20079174	0
34057	19	35.20079184	0
14957	19	35.71377022	0
55908	19	35.71377032	0
19816	19	35.71377042	0
35160	19	35.71377052	0
20649	19	35.71377062	0
53802	19	35.71377072	0
37129	19	35.71377082	0
45121	19	37.50591634	0
14179	19	37.85943763	0
55094	19	37.85943773	0
10051	19	37.85943783	0
28416	19	37.85943793	0
22112	19	38.12022539	0
6137	19	38.12022549	0
32273	19	38.377781	0
28712	19	38.3777811	0
41952	19	38.3777812	0
25051	19	38.63962854	0
1167	19	39.16649255	0
3966	19	39.16649265	0
47291	19	39.42717224	0
12263	19	39.42717234	0
37393	19	39.68361524	0
47953	19	40.47721743	0
16712	19	40.47721753	0
23720	19	40.47721763	0
44515	19	40.47721773	0
29592	19	40.47721783	0
3132	19	40.47721793	0
35143	19	40.47721803	0
40678	19	40.73865278	0
47037	19	40.73865288	0
22971	19	40.73865298	0
28079	19	40.73865308	0
32808	19	41.25598767	0
36286	19	41.25598777	0
24739	19	42.31337133	0
18398	19	42.31337153	0
16501	19	42.57743996	0
40609	19	42.8250604	0
45138	19	42.8250605	0
1818	19	42.8250606	0
24269	19	42.8250607	0
21443	19	42.8250609	0
52450	19	43.83228346	0
40498	19	44.15184553	0
25816	19	44.15184563	0
31562	19	44.15184573	0
34064	19	44.15184583	0
34907	19	44.15184593	0
8619	19	44.15184603	0
32433	19	44.41263491	0
45005	19	44.41263511	0
54605	19	44.94112127	0
50096	19	45.20150743	0
38223	19	45.46525301	0
50447	19	45.46525311	0
43784	19	45.98804183	0
52183	19	47.91038952	0
19019	19	49.00323871	0
38363	19	49.53706141	0
4004	19	49.53706151	0
32529	19	51.98703109	0
37118	19	55.06780137	0
52064	19	55.39099944	0
15696	19	57.47694093	0
17978	19	60.97781434	0
15823	19	64.14559973	0
42868	19	64.14559983	0
54117	19	64.67711168	0
2705	19	64.76757562	0
50026	19	64.76858971	0
47068	19	65.28434486	0
46845	19	66.39720567	0
43881	19	67.2791703	0
14856	19	67.66734325	0
43795	19	67.66734335	0
31586	19	69.61975265	0
33289	19	70.13985826	0
25848	19	70.13985836	0
31724	19	70.47752738	0
18339	19	72.70647131	0
50312	19	72.70647141	0
24908	19	72.70647161	0
51712	19	72.70647171	0
36826	19	72.96606587	0
13783	19	73.40085621	0
4426	19	74.05862683	0
13513	19	74.69608017	0
26126	19	74.69608027	0
36837	19	75.36433598	0
33991	19	76.35661952	0
29962	19	77.62710386	0
33158	19	80.19576918	0
20788	19	80.19576928	0
27431	19	80.57676201	0
50172	19	80.57676211	0
26490	19	81.3698491	0
37327	19	81.6798509	0
19059	19	81.679851	0
30635	19	83.12593694	0
16408	19	83.66538707	0
6754	19	84.59199482	0
33383	19	86.77401284	0
51074	19	86.77401294	0
27696	19	86.77401304	0
25246	19	88.48959012	0
51135	19	88.9800244	0
13002	19	88.9800246	0
23684	19	88.9800249	0
24549	19	88.980025	0
12417	19	90.34962376	0
38739	19	90.34962386	0
11494	19	90.81272055	0
24462	19	90.81272065	0
686	19	92.62281935	0
