id_hagr,aliases,symbol_hugo,name_common,entrez_id,why,band,location_start,location_end,orientation,unigene,swissprot,acc_promoter,acc_orf,acc_cds,references
165,PKB PTK CAKB FAK2 PYK2 CADTK FADK2 RAFTK,PTK2B,PTK2B protein tyrosine kinase 2 beta,2185,downstream,8p21.1,27224915,27372820,1,491322,FAK2_HUMAN,,NM_173174,NP_775266,"7544443,16523241","PTK2B;Bos taurus,kin-32;Caenorhabditis elegans,ptk2bb;Danio rerio,Fak56D;Drosophila melanogaster,Ptk2b;Mus musculus,PTK2B;Pan troglodytes,Ptk2b;Rattus norvegicus"
166,FAK FADK FAK1 FRNK PPP1R71 p125FAK pp125FAK,PTK2,PTK2 protein tyrosine kinase 2,5747,downstream,8q24-qter,141737682,142080514,-1,395482,FAK1_HUMAN,,NM_153831,NP_722560,"12805241,12639989,16523241,15601818,7566154",
167,IL-7,IL7,interleukin 7,3574,putative,8q12-q13,79807560,79880313,-1,591873,IL7_HUMAN,,NM_000880,NP_000871,"11772533,11160192,9414271,7680962,11602642,9630227","IL7_BOVIN;Bos taurus,Il7;Mus musculus,IL7;Pan troglodytes,Il7;Rattus norvegicus"
168,RK p38 CSBP EXIP Mxi2 CSBP1 CSBP2 CSPB1 PRKM14 PRKM15 SAPK2A p38ALPHA,MAPK14,mitogen-activated protein kinase 14,1432,"cell,functional",6p21.3-p21,36103550,36186513,1,485233,MK14_HUMAN,,NM_001315,NP_001306,"10856288,10581258,9712902,12419465,10480932,12581156,12885591,10943842,10949032,11593045,11557281,12213555,14612426,8974401,7601337,16099992,16339323,16449798,16272318,16170353,12639989,15130668,16652371,11978814,21399611,19619499,11069918,14566971","A6QLR9_BOV;Bos taurus,pmk-1;Caenorhabditis elegans,mapk14b;Danio rerio,Mpk2;Drosophila melanogaster,p38b;Drosophila melanogaster,Mapk14;Mus musculus,Mapk14;Rattus norvegicus,HOG1;Saccharomyces cerevisiae"
169,CEK FLG HH2 OGD FLT2 KAL2 BFGFR CD331 FGFBR FLT-2 HBGFR N-SAM FGFR-1 HRTFDS bFGF-R-1,FGFR1,fibroblast growth factor receptor 1,2260,putative,8p11.2-p11,38389448,38445293,-1,264887,FGFR1_HUMAN,,NM_000604,NP_000595,"11130726,12514106,12627230,7874169,10425034,16436388,17086194,12893744","A4IFL5_BOV;Bos taurus,egl-15;Caenorhabditis elegans,fgfr1a;Danio rerio,btl;Drosophila melanogaster,htl;Drosophila melanogaster,Fgfr1;Mus musculus,Fgfr1;Rattus norvegicus"
170,,SP1,Sp1 transcription factor,6667,upstream,12q13.1,52060245,52096491,1,649191,SP1_HUMAN,,NM_138473,NP_612482,"11452025,10978675,12462383,11988536,1881452,10552928,7925470,11896071,14580862,15345673,17373631,9973199,10215616","A0JNC9_BOV;Bos taurus,ztf-14;Caenorhabditis elegans,Spps;Drosophila melanogaster,Sp1;Mus musculus,SP1;Pan troglodytes,Sp1;Rattus norvegicus,AZF1;Saccharomyces cerevisiae"
171,FLT FLT-1 VEGFR1 VEGFR-1,FLT1,fms-related tyrosine kinase 1 (vascular endothelial growth factor/vascular permeability factor receptor),2321,downstream,13q12,27773789,27967232,-1,654360,VGFR1_HUMAN,,NM_002019,NP_002010,"7596435,7596436,16289925,16803982","ver-1;Caenorhabditis elegans,ver-3;Caenorhabditis elegans,ver-4;Caenorhabditis elegans,flt1;Danio rerio,Pvr;Drosophila melanogaster,Flt1;Mus musculus,FLT1;Pan troglodytes,Flt1;Rattus norvegicus"
172,AP1 AP-1 c-Jun,JUN,jun oncogene,3725,upstream,1p32-p31,58958483,58961806,-1,525704,JUN_HUMAN,HS_JUN,NM_002228,NP_002219,"15767565,1511730,7684831,14602080,10978675,11705637,11389931,11976688,12470896,12646564,12161751,8137421,8371760,10080190,8806666,12391591,1380454,15147972,16170353,11978814,14566971,15361519","Q08DH1_BOV;Bos taurus,jun;Danio rerio,Jra;Drosophila melanogaster,Jun;Mus musculus,Jun;Rattus norvegicus,GCN4;Saccharomyces cerevisiae"
173,PBP CRSP1 RB18A TRIP2 PPARBP CRSP200 DRIP205 DRIP230 PPARGBP TRAP220,MED1,mediator complex subunit 1,5469,putative,17q12-q21.,34816379,34861030,-1,702009,MED1_HUMAN,,NM_004774,NP_004765,"10839530,10882104","MED1;Drosophila melanogaster,Med1;Mus musculus,MED1;Pan troglodytes,Med1;Rattus norvegicus"
174,JNK2 SAPK p54a JNK2A JNK2B PRKM9 JNK-55 SAPK1a JNK2BETA p54aSAPK JNK2ALPHA,MAPK9,mitogen-activated protein kinase 9,5601,model,5q35,179595389,179640216,-1,654461,MK09_HUMAN,,NM_002752,NP_002743,"15767565,14602080,11931768,11705637,8654373,11713531,11557281,10230788,12213555,7601337,10559486,10021384,15130668,23277187,11920420,14566971,15361519","jnk-1;Caenorhabditis elegans,bsk;Drosophila melanogaster,Mapk9;Mus musculus,Mapk9;Rattus norvegicus"
175,ERK1 ERT2 ERK-1 PRKM3 P44ERK1 P44MAPK HS44KDAP HUMKER1A p44-ERK1 p44-MAPK,MAPK3,mitogen-activated protein kinase 3,5595,downstream,16p12-p11.,30032927,30042039,-1,861,MK03_HUMAN,,NM_002746,NP_002737,"12885591,10795716,15165704,12213555,10558995,7601337,15295107,14871929,15930121,18590691,15843522,23277187,14566971","MAPK3;Bos taurus,mpk-1;Caenorhabditis elegans,rl;Drosophila melanogaster,Mapk3;Mus musculus,MAPK3;Pan troglodytes,Mapk3;Rattus norvegicus,FUS3;Saccharomyces cerevisiae,KSS1;Saccharomyces cerevisiae"
176,HMG1 HMG3 SBP-1,HMGB1,high-mobility group box 1,3146,downstream,13q12,29931996,29938013,-1,434102,HMGB1_HUMAN,,NM_002128,NP_002119,"15374498,2325444,1908550,10391216,12110890,8890171,15649368,18650382,2162167","HMGB1_BOVI;Bos taurus,hmg-1.2;Caenorhabditis elegans,Dsp1;Drosophila melanogaster,Hmgb1;Mus musculus,LOC681718;Rattus norvegicus,ABF2;Saccharomyces cerevisiae"
177,CCN1 CCNA,CCNA2,cyclin A2,890,downstream,4q25-q31,123096129,123102485,-1,58974,CCNA2_HUMAN,,NM_001237,NP_001228,"12533509,11572993,1830372,8202514","CCNA2_BOVI;Bos taurus,ZK507.6;Caenorhabditis elegans,CycA;Drosophila melanogaster,Ccna2;Mus musculus,CCNA2;Pan troglodytes,Ccna2;Rattus norvegicus"
178,HMG2,HMGB2,high-mobility group box 2,3148,downstream,4q31,174627517,174630322,-1,434953,HMGB2_HUMAN,HS_HMGB2,NM_002129,NP_002120,"15374498,2325444,3431543,19139395,2927415","HMGB2_BOVI;Bos taurus,hmg-1.2;Caenorhabditis elegans,hmgb2a;Danio rerio,Dsp1;Drosophila melanogaster,Hmgb2;Mus musculus,HMGB2;Pan troglodytes,RGD1559962;Rattus norvegicus,RGD1564519;Rattus norvegicus,ABF2;Saccharomyces cerevisiae"
179,ASK1 MEKK5 MAPKKK5,MAP3K5,mitogen-activated protein kinase kinase kinase 5,4217,downstream,6q22.33,136919880,137155349,-1,186486,M3K5_HUMAN,,NM_005923,NP_005914,"8974401,7601337,16449798,14665690","MAP3K5;Bos taurus,map3k5;Danio rerio,Pk92B;Drosophila melanogaster,Map3k5;Mus musculus,MAP3K5;Pan troglodytes,RGD1306565;Rattus norvegicus"
180,OF XDP BA2R CCG1 CCGS DYT3 KAT4 P250 NSCL2 TAF2A N-TAF1 TAFII250 DYT3/TAF1 TAFII-250 TAF(II)250,TAF1,"TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 250kDa",6872,downstream,Xq13.1,70369134,70467321,1,158560,TAF1_HUMAN,,NM_138923,NP_620278,"8450888,22842574","taf-1;Caenorhabditis elegans,taf1;Danio rerio,Taf1;Drosophila melanogaster,Taf1;Mus musculus,Taf1;Rattus norvegicus,TAF1;Saccharomyces cerevisiae"
181,LMN ADLD LMN2 LMNB,LMNB1,lamin B1,4001,functional,5q23.3-q31,126140731,126200608,1,89497,LMNB1_HUMAN,,NM_005573,NP_005564,"8838815,15331638,15688064,16543417,15232008","lmn-1;Caenorhabditis elegans,lmnb1;Danio rerio,Lam;Drosophila melanogaster,LamC;Drosophila melanogaster,Lmnb1;Mus musculus,LMNB1;Pan troglodytes,Lmnb1;Rattus norvegicus"
182,CYBL PGL3 QPS1 SDH3 CYB560,SDHC,"succinate dehydrogenase complex, subunit C, integral membrane protein, 15kDa",6391,model,1q21,158097242,158146049,1,444472,C560_HUMAN,HS_SDHC,NM_003001,NP_002992,"13129931,7550341,9716135,11062460,17854771","C560_BOVIN;Bos taurus,mev-1;Caenorhabditis elegans,SdhC;Drosophila melanogaster,Sdhc;Mus musculus,Sdhc;Rattus norvegicus,SDH3;Saccharomyces cerevisiae,YMR118C;Saccharomyces cerevisiae"
183,AFX AFX1 MLLT7,FOXO4,forkhead box O4,4303,model,Xq13.1,70099230,70106405,1,584654,FOXO4_HUMAN,,NM_005938,NP_005929,"15767565,11242085,12882324,12845331,11381260,14604822,12750521,9353126,12424797,12801727,9360933,10428762,10783894,14506287,15192154,16288288,16631584,16631585,9789046",
184,ANF RPX CPHD5,HESX1,HESX homeobox 1,8820,upstream,3p21.2-p21,57207264,57209320,-1,171980,HESX1_HUMAN,,NM_003865,NP_003856,"9620767,12173688,11136712,11283314","F1MPM0_BOV;Bos taurus,Hesx1;Mus musculus,HESX1_PANT;Pan troglodytes,Hesx1;Rattus norvegicus"
185,p85 AGM7 GRB1 p85-ALPHA,PIK3R1,"phosphoinositide-3-kinase, regulatory subunit 1 (alpha)",5295,downstream,5q13.1,67558217,67633403,1,132225,P85A_HUMAN,,NM_181523,NP_852664,"10077613,15165704,9888855,9888854,9988280,12039436,12044943,12032158,9020362,15780592,15860463,16123266,15339646,16914869,12908874,18239123","P85A_BOVIN;Bos taurus,aap-1;Caenorhabditis elegans,pik3r1;Danio rerio,Pi3K21B;Drosophila melanogaster,Pik3r1;Mus musculus,PIK3R1;Pan troglodytes,P85A_RAT;Rattus norvegicus"
186,HMN5 SPG17 GNG3LG,BSCL2,Berardinelli-Seip congenital lipodystrophy 2 (seipin),26580,putative,11q12-q13.,62214322,62231395,-1,533709,BSCL2_HUMAN,,NM_032667,NP_116056,"147113,12030893,15353794","BSCL2_BOVI;Bos taurus,R01B10.6;Caenorhabditis elegans,bscl2;Danio rerio,Seipin;Drosophila melanogaster,Bscl2;Mus musculus,LOC1006090;Pan troglodytes"
187,BSCL BSCL1 LPAAB 1-AGPAT2 LPAAT-beta,AGPAT2,"1-acylglycerol-3-phosphate O-acyltransferase 2 (lysophosphatidic acid acyltransferase, beta)",10555,putative,9q34.3,136843432,136857712,-1,320151,PLCB_HUMAN,,NM_006412,NP_006403,"147113,11967537,15353794","AGPAT2;Bos taurus,acl-2;Caenorhabditis elegans,CG3812;Drosophila melanogaster,Agpat2;Mus musculus,AGPAT2;Pan troglodytes,Agpat2;Rattus norvegicus,SLC1;Saccharomyces cerevisiae"
188,PCGF4 RNF51 FLVI2/BMI1,BMI1,BMI1 polycomb ring finger oncogene,648,putative,10p11.23,22650145,22660190,1,496613,BMI1_HUMAN,,NM_005180,NP_005171,"10541555,14574365,12714971,12714970,7715727,14722607,15964994,16537449,19390085,19907431,19404261,20551323,20385206,22384090","BMI1_BOVIN;Bos taurus,Bmi1;Mus musculus,Bmi1;Rattus norvegicus"
189,CCS3 EF1A PTI1 CCS-3 EE1A1 EEF-1 EEF1A EF-Tu LENG7 eEF1A-1 GRAF-1EF HNGC:16303,EEF1A1,eukaryotic translation elongation factor 1 alpha 1,1915,model,6q14.1,74283961,74287475,-1,520703,EF1A1_HUMAN,,NM_001402,NP_001393,"2508089,9457069,8710521,8125267,8183891","EF1A1_BOVI;Bos taurus,eef-1A.2;Caenorhabditis elegans,;Danio rerio,eef1a1;Danio rerio,Ef1alpha10;Drosophila melanogaster,Ef1alpha48;Drosophila melanogaster,Eef1a1;Mus musculus,EF1A1_PANT;Pan troglodytes,Eef1a1;Rattus norvegicus,TEF1;Saccharomyces cerevisiae,TEF2;Saccharomyces cerevisiae"
190,AP-2 BOFS AP2TF TFAP2 AP-2alpha,TFAP2A,transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha),7020,upstream,6p24,10506384,10523252,-1,519880,AP2A_HUMAN,,NM_003220,NP_003211,"10552928,11896071,10965911,8622765,8622766,7846046,16420676","AP2A_BOVIN;Bos taurus,aptf-1;Caenorhabditis elegans,tfap2a;Danio rerio,AP-2;Drosophila melanogaster,Tfap2a;Mus musculus,Tcfap2a;Rattus norvegicus"
191,ANON2 BULN2,BDNF,brain-derived neurotrophic factor,627,putative,11p13,27633019,27675910,-1,502182,BDNF_HUMAN,,NM_170735,NP_733931,"15837123,15165704,15123340,15374669,12039436,12044943,10683304,10648888,9813325,9363796,8752119,7746324,7746325,10499792,10611369,14593184,11408619,15708443,15450367,16352696,16478623,16580094,12553913,15242649,16713371,22159096,17298183,8078930","BDNF_BOVIN;Bos taurus,Bdnf;Mus musculus,BDNF_PANTR;Pan troglodytes"
192,CREB,CREB1,cAMP responsive element binding protein 1,1385,"upstream,putative",2q34,208220191,208289074,1,584750,CREB1_HUMAN,,NM_134442,NP_604391,"11976688,11867645,9660950,9616213,14614508,8538746,11557984,11889468,11967539,15073328,15718052,12198546,9539763,16923396,22190495","crh-1;Caenorhabditis elegans,CrebB-17A;Drosophila melanogaster,Creb1;Mus musculus,CREB1;Pan troglodytes,Creb1;Rattus norvegicus"
193,HB16 CREB2 TREB7 CRE-BP1,ATF2,activating transcription factor 2,1386,downstream,2q32,175764514,175858404,-1,705370,ATF2_HUMAN,,NM_001880,NP_001871,"10856288,9712902,1641004,12419465,8119953,10480932,1881452,8654373,10821277,11069918","ATF2;Bos taurus,atf-7;Caenorhabditis elegans,Atf2;Mus musculus,CHN1;Pan troglodytes,Atf2;Rattus norvegicus,ACA1;Saccharomyces cerevisiae"
194,HDL4 GTF2D SCA17 TFIID GTF2D1,TBP,TATA box binding protein,6908,upstream,6q27,170781102,170799578,1,590872,TBP_HUMAN,,NM_003194,NP_003185,"11125147,11313753,12150996,12411709,8450888,10484774","Q2QJG2_BOV;Bos taurus,tbp-1;Caenorhabditis elegans,tbp;Danio rerio,Tbp;Drosophila melanogaster,Tbp;Mus musculus,Tbp;Rattus norvegicus,SPT15;Saccharomyces cerevisiae"
195,APE APX APE1 APEN APEX HAP1 REF1,APEX1,APEX nuclease (multifunctional DNA repair enzyme) 1,328,functional,14q11.2-q1,19993129,19995765,1,73722,APEX1_HUMAN,HS_APEX1,NM_001641,NP_001632,"12742531,11452037,11884623,9843154,11182545,8799128,1380454,7961715,9119221,14973123,15340075","APEX1;Bos taurus,exo-3;Caenorhabditis elegans,apex1;Danio rerio,Apex1;Mus musculus,APEX1_PANT;Pan troglodytes,Apex1;Rattus norvegicus"
196,,HBP1,HMG-box transcription factor 1,26959,downstream,7q22-q31,106403410,106436924,1,162032,HBP1_HUMAN,HS_HBP1,NM_012257,NP_036389,"15374498,14612426,10958660,9030690,2162167","hbp1;Danio rerio,Hbp1;Mus musculus,HBP1;Pan troglodytes,Hbp1;Rattus norvegicus"
197,MVA1 SSK1 BUBR1 Bub1A MAD3L hBUBR1 BUB1beta,BUB1B,budding uninhibited by benzimidazoles 1 homolog beta (yeast),701,mammal,15q15,38240579,38300613,1,631699,BUB1B_HUMAN,,NM_001211,NP_001202,"9889005,14576056,15208629,15466429,16476774,9660858,16142440,15475955,18516091,22048312,23242215,23300461,23602569","BUB1B;Bos taurus,Bub1b;Mus musculus,BUB1B;Pan troglodytes,Bub1b;Rattus norvegicus"
198,COX2 COX-2 PHS-2 PGG/HS PGHS-2 hCox-2 GRIPGHS,PTGS2,prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase),5743,putative,1q25.2-q25,183372625,183381213,-1,196384,PGH2_HUMAN,,NM_000963,NP_000954,"8521477,8945508,11158594,11381142,9630216,10856271,10754263,10656529,9346237,11030731,12529332","Q9TVB3_BOV;Bos taurus,ptgs2b;Danio rerio,Ptgs2;Mus musculus,PTGS2;Pan troglodytes,Ptgs2;Rattus norvegicus"
199,LAP1 HSC54 HSC70 HSC71 HSP71 HSP73 NIP71 HSPA10,HSPA8,heat shock 70kDa protein 8,3312,functional,11q24.1,122433410,122438054,-1,702021,HSP7C_HUMAN,HS_HSPA8,NM_006597,NP_006588,"11518492,10205060,7977810,12470839,11382788,10967038,7876915,8473688,1491731,15063109,16518701,10898246","HSP7C_BOVI;Bos taurus,hsp-1;Caenorhabditis elegans,hspa8;Danio rerio,Hsc70-4;Drosophila melanogaster,Hspa8;Mus musculus,HSPA8;Pan troglodytes,SSA1;Saccharomyces cerevisiae,SSA2;Saccharomyces cerevisiae,SSA3;Saccharomyces cerevisiae,SSA4;Saccharomyces cerevisiae"
200,,SIN3A,"SIN3 homolog A, transcription regulator (yeast)",25942,putative,15q23,73450329,73530979,-1,513039,SIN3A_HUMAN,,NM_015477,NP_056292,"10964686,7889570,9813182","SIN3A;Bos taurus,sin-3;Caenorhabditis elegans,sin3ab;Danio rerio,Sin3A;Drosophila melanogaster,Sin3a;Mus musculus,SIN3A;Pan troglodytes,Sin3a;Rattus norvegicus,SIN3;Saccharomyces cerevisiae"
201,CDC2 CDC28A P34CDC2,CDK1,cyclin-dependent kinase 1,983,downstream,10q21.1,62208241,62223930,1,334562,CDC2_HUMAN,HS_CDC2,NM_001786,NP_001777,"11572993,10564097,12049737,12934012","CDK1_BOVIN;Bos taurus,cdk-1;Caenorhabditis elegans,cdc2;Drosophila melanogaster,Cdk1;Mus musculus,CDK1;Pan troglodytes,Cdk1;Rattus norvegicus"
202,DP1 Dp-1 DRTF1,TFDP1,transcription factor Dp-1,7027,"cell,downstream",13q34,113287056,113343503,1,79353,TFDP1_HUMAN,,NM_007111,NP_009042,"1710781,2140887,14996929,15716376","TFDP1_BOVI;Bos taurus,tfdp1a;Danio rerio,Dp;Drosophila melanogaster,Tfdp1;Mus musculus,MGC112830;Rattus norvegicus"
203,CHOP CEBPZ CHOP10 CHOP-10 GADD153,DDIT3,DNA-damage-inducible transcript 3,1649,putative,12q13.1-q1,56196639,56200567,-1,505777,DDIT3_HUMAN,,NM_004083,NP_004074,"12609979,12530968,15130668,1547942","DDIT3_BOVI;Bos taurus,DDIT3;Danio rerio,Ddit3;Mus musculus,DDIT3;Pan troglodytes,Ddit3;Rattus norvegicus"
204,POLA p180,POLA1,"polymerase (DNA directed), alpha 1, catalytic subunit",5422,cell,Xp22.1-p21,24471720,24774757,1,567319,DPOLA_HUMAN,,NM_016937,NP_058633,"12425958,12392752,2979851,12024027,6699097,1734878,9067422,14698808,10885806","E1BJF4_BOV;Bos taurus,Y47D3A.29;Caenorhabditis elegans,DNApol-alp;Drosophila melanogaster,Pola1;Mus musculus,POLA1;Pan troglodytes,DPOLA_RAT;Rattus norvegicus,POL1;Saccharomyces cerevisiae"
205,TAU MSTD PPND DDPAC MAPTL MTBT1 MTBT2 FTDP-17,MAPT,microtubule-associated protein tau,4137,putative,17q21.1,41327623,41458611,1,101174,TAU_HUMAN,,NM_016835,NP_058519,"10391244,8673924,9856453,10595524,11710889,11959919,10595944,11901170,15341514,14512841,12398927,12470843,12368474,11173885,11159192,8866683,7970209,8506352,10571241,10702411,10932182,11520987,15044677,16123158,16171847,16518719,16371324,11226152,7498401,16687499,16914869,16877359,11978814,22120149,20869593,18786355","TAU_BOVIN;Bos taurus,TAU_PANTR;Pan troglodytes,Mapt;Rattus norvegicus"
206,CCN2 NOV2 HCS24 IGFBP8,CTGF,connective tissue growth factor,1490,putative,6q23.1,132311017,132314147,-1,591346,CTGF_HUMAN,HS_CTGF,NM_001901,NP_001892,"11237711,15897889,15147944,21501375,23951098","CTGF_BOVIN;Bos taurus,ctgf;Danio rerio,Ctgf;Mus musculus,CTGF;Pan troglodytes,Ctgf;Rattus norvegicus"
207,HD2 RPD3 YAF1,HDAC2,histone deacetylase 2,3066,"functional,upstream",6q21,114368619,114398967,-1,3352,HDAC2_HUMAN,HS_HDAC2,NM_001527,NP_001518,"12459580,10512855,12429021,10220405,15520384,19424149,22159096","HDAC2;Bos taurus,hda-1;Caenorhabditis elegans,Rpd3;Drosophila melanogaster,Hdac2;Mus musculus,LOC462950;Pan troglodytes,Hdac2;Rattus norvegicus,RPD3;Saccharomyces cerevisiae"
208,bHLHd4,MAX,MYC associated factor X,4149,functional,14q23,64611597,64638980,-1,285354,MAX_HUMAN,,NM_002382,NP_002373,"12553908,9624006,8425219,7889570,10606235","A8E4Q8_BOV;Bos taurus,mxl-1;Caenorhabditis elegans,max;Danio rerio,Max;Drosophila melanogaster,Max;Mus musculus,MAX;Pan troglodytes,Max;Rattus norvegicus"
209,MAD MAD1 BHLHC58,MXD1,MAX dimerization protein 1,4084,functional,2p13-p12,70053967,70077256,1,468908,MAD1_HUMAN,,NM_002357,NP_002348,"12553908,7889570","MXD1;Bos taurus,mxd1;Danio rerio,Mxd1;Mus musculus,MXD1;Pan troglodytes,Mxd1;Rattus norvegicus"
210,HDMX hdm2 ACTFS,MDM2,Mdm2 p53 binding protein homolog (mouse),4193,upstream,12q14.3-q1,67488246,67520481,1,567303,MDM2_HUMAN,,NM_002392,NP_002383,"12628936,12509446,1535557,11331603,14871929,9529248,16391230,11035041,15550242,16286925,23973961",
211,DAP1 GMP1 PIC1 SMT3 UBL1 OFC10 SENP2 SMT3C SMT3H3,SUMO1,SMT3 suppressor of mif two 3 homolog 1 (S. cerevisiae),7341,upstream,2q33,202896414,202928816,-1,81424,SUMO1_HUMAN,HS_UBL1,NM_003352,NP_003343,"12968183,10759568,8906799,10806190,16990542,20016594","SUMO1_BOVI;Bos taurus,smo-1;Caenorhabditis elegans,sumo1;Danio rerio,Sumo1;Mus musculus,LOC1006104;Pan troglodytes,Sumo1;Rattus norvegicus,SMT3;Saccharomyces cerevisiae"
212,H2AX H2A.X H2A/X,H2AFX,"H2A histone family, member X",3014,functional,11q23.2-q2,118469796,118471387,-1,477879,H2AX_HUMAN,,NM_002105,NP_002096,"11934988,14608368,14712078,12914701,12914700,11110662,15059890,15980864,16141234,15733840,17015833,20231360,17522062","Q17QG8_BOV;Bos taurus,his-35;Caenorhabditis elegans,his-68;Caenorhabditis elegans,h2afx;Danio rerio,His2A:CG31;Drosophila melanogaster,His2A:CG33;Drosophila melanogaster,H2afx;Mus musculus,H2afx;Rattus norvegicus,HTA1;Saccharomyces cerevisiae,HTA2;Saccharomyces cerevisiae"
213,HOX2 HOX2C HHO.C1 Hox-2.3,HOXB7,homeobox B7,3217,putative,17q21.3,44039592,44043378,-1,436181,HXB7_HUMAN,,NM_004502,NP_004493,"2574852,9457903,8570656,12297269,10435624","HOXB7;Bos taurus,mab-5;Caenorhabditis elegans,hoxb7a;Danio rerio,Hoxb7;Mus musculus,A2T7D4_PAN;Pan troglodytes,Hoxb7;Rattus norvegicus"
214,HOX3 cp19 HOX3E,HOXC4,homeobox C4,3221,putative,12q13.3,52733927,52735630,1,549040,HXC4_HUMAN,,NM_153633,NP_705897,"2574852,11279128,9457903,12297269","A4FUC1_BOV;Bos taurus,ceh-16;Caenorhabditis elegans,hoxc4a;Danio rerio,Dfd;Drosophila melanogaster,Hoxc4;Mus musculus,LOC1006080;Pan troglodytes,Hoxc4;Rattus norvegicus"
215,JTK10 THCYT3,JAK2,Janus kinase 2,3717,downstream,9p24,4975244,5117995,1,656213,JAK2_HUMAN,,NM_004972,NP_004963,"8612101,15044360,9590173,9590174,11493922,7901766,16371324,11970899,7664676","E1BCP6_BOV;Bos taurus,jak2b;Danio rerio,hop;Drosophila melanogaster,Jak2;Mus musculus,JAK2;Pan troglodytes,Jak2;Rattus norvegicus"
216,ER ESR Era ESRA ESTRR NR3A1,ESR1,estrogen receptor 1,2099,upstream,6q25.1,152220799,152516520,1,208124,ESR1_HUMAN,HS_ESR1,NM_000125,NP_000116,"15358197,14580862,12933691,12413808,11850023,11378248,11172057,11159861,10606235,10430942,1316615,2223016,497856,7985022,10600740,11070086,12082175,12879058,15582276,15609101,11919305,14600184,23535731,12927764","ESR1;Bos taurus,esr1;Danio rerio,Esr1;Mus musculus,A2T781_PAN;Pan troglodytes,Esr1;Rattus norvegicus"
217,OB OBS LEPD,LEP,leptin,3952,putative,7q31.3,127475281,127491632,1,194236,LEP_HUMAN,,NM_000230,NP_000221,"11818964,15289464,15044360,15247061,14764310,14747284,14724075,14651995,12023258,12031989,11572787,11149898,10843181,10868965,9790175,9392492,7984236,7624776,12431986,11445560,14613274,11457594,10660043,12594516,8584938,15919793,9511737,12530968,8974400,9202122,16611697,16960019,18443001,16845389,11970899,23732375,16625210,11533494","Q95L03_BOV;Bos taurus,Lep;Mus musculus,LEP_PANTR;Pan troglodytes,Lep;Rattus norvegicus"
218,OBR OB-R CD295 LEP-R LEPRD,LEPR,leptin receptor,3953,putative,1p31,65598338,65814843,1,705413,LEPR_HUMAN,,NM_002303,NP_002294,"8841178,15044360,10537153,11457594,10660043,12594516,8608603,9537324,8692797,11602618,11443193,11354636,11970899,20086094","B0ZT56_BOV;Bos taurus,lepr;Danio rerio,Lepr;Mus musculus,LEPR;Pan troglodytes,Leprot;Rattus norvegicus"
219,IKBA MAD-3 NFKBI,NFKBIA,"nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha",4792,"mammal,putative",14q13,34940467,34943695,-1,81328,IKBA_HUMAN,HS_NFKBIA,NM_020529,NP_065390,"10754263,12424381,7777860,16183991,15479644,14523047,18599449,22302838,16026332","Q8WNW7_BOV;Bos taurus,nfkbiab;Danio rerio,cact;Drosophila melanogaster,Nfkbia;Mus musculus,A2T6X1_PAN;Pan troglodytes,Nfkbia;Rattus norvegicus"
220,CLI AAG4 APOJ CLU1 CLU2 KUB1 SGP2 APO-J SGP-2 SP-40 TRPM2 TRPM-2 NA1/NA2,CLU,clusterin,1191,"model,putative",8p21-p12,27510367,27524855,-1,436657,CLUS_HUMAN,,NM_203339,NP_976084,"15126113,12470840,12200037,11865066,7583250,7559140,8034050,8515248,1482089,16221554,11231633,11067863,19734903,19734902,22465014,20739100,12470829","CLUS_BOVIN;Bos taurus,clu;Danio rerio,Clu;Mus musculus,CLU;Pan troglodytes,Clu;Rattus norvegicus"
221,FRAP FRAP1 FRAP2 RAFT1 RAPT1,MTOR,mechanistic target of rapamycin (serine/threonine kinase),2475,"mammal,model,cell",1p36.2,11100857,11256830,-1,338207,FRAP_HUMAN,,NM_004958,NP_004949,"15186745,15780592,14668850,15253933,12559758,15860463,15545625,8008069,15797377,12080086,23317514,16293764,16675393,16847060,16890541,12908874,16505167,17403371,18443001,17502379,15928081,19934433,19733540,20526321,23549082,23994476,23325216,21157483,20080789,21179166","MTOR;Bos taurus,let-363;Caenorhabditis elegans,mtor;Danio rerio,Tor;Drosophila melanogaster,Mtor;Mus musculus,MTOR;Pan troglodytes,Mtor;Rattus norvegicus,TOR1;Saccharomyces cerevisiae,TOR2;Saccharomyces cerevisiae"
222,GRFR GHRFR IGHD1B,GHRHR,growth hormone releasing hormone receptor,2692,"upstream,putative",7p14,30776875,30792381,1,767,GHRHR_HUMAN,,NM_000823,NP_000814,"11371619,12529933,14698816,8395283,8391647,15295107,15342923,15466429,15569359,15582293,15919742,15771611,15963853,8528260,10084571,19965916","Ghrhr;Mus musculus,GHRHR;Pan troglodytes,Ghrhr;Rattus norvegicus"
